count_id;track_id;class;speed_kmh;accel_avg_mps2;vel_1_mps;vel_2_mps;vsp_kw_ton;vkt_km;tier1_co2_g;diff_co2_pct;e2_co2_g;e2_nox_g;e2_fuel_g;e2_hc_g;e2_co_g;e2_pm25_g;e5_co2_g;e5_nox_g;e5_fuel_g;e5_hc_g;e5_co_g;e5_pm25_g
4066;24865;SUV;83.7;-0.315;0.0;0.0;7.19;0.07531;16.19;-39.9;9.72;0.005;3.18;0.0034;0.0247;0.00012;8.75;0.002;2.87;0.0017;0.0148;1,00E-05
4067;24869;PC;76.4;-0.13;0.0;0.0;5.29;0.07531;12.8;-37.9;7.95;0.0041;2.6;0.0028;0.02;8,00E-05;7.15;0.0016;2.34;0.0014;0.012;1,00E-05
4068;24891;SUV;89.7;-1.023;0.0;0.0;2.51;0.07531;16.19;-72.5;4.45;0.0018;1.46;0.0017;0.0122;0.00015;4.0;0.0007;1.31;0.0009;0.0073;1,00E-05
4069;24875;PC;80.0;-0.073;0.0;0.0;6.7;0.07531;12.8;-29.8;8.99;0.0047;2.94;0.003;0.0221;7,00E-05;8.09;0.0019;2.65;0.0015;0.0133;1,00E-05
4070;24877;MBT;67.2;-0.982;0.0;0.0;2.71;0.07531;20.41;-65.8;6.98;0.0029;2.29;0.0027;0.0189;0.00021;6.28;0.0011;2.06;0.0013;0.0113;2,00E-05
4071;24893;PC;91.9;0.001;0.0;0.0;9.76;0.07531;12.8;-13.4;11.09;0.0059;3.63;0.0037;0.027;6,00E-05;9.98;0.0024;3.27;0.0019;0.0162;1,00E-05
4072;24889;MBT;95.9;-0.743;0.0;0.0;3.51;0.07531;20.41;-75.9;4.92;0.0022;1.61;0.0018;0.013;0.00012;4.42;0.0009;1.45;0.0009;0.0078;1,00E-05
4073;24895;PC;77.9;-0.024;0.0;0.0;6.43;0.07531;12.8;-32.9;8.58;0.0045;2.81;0.0029;0.0211;6,00E-05;7.73;0.0018;2.53;0.0015;0.0127;1,00E-05
4074;24876;PC;64.4;0.187;0.0;0.0;7.61;0.07531;12.8;-6.2;12.0;0.0072;3.92;0.0041;0.0284;0.00015;10.8;0.0032;3.53;0.0021;0.0171;2,00E-05
4075;24927;MBT;100.4;-0.233;0.0;0.0;9.27;0.07531;20.41;-50.5;10.09;0.0057;3.3;0.0036;0.0245;0.00017;9.09;0.0025;2.97;0.0018;0.0148;2,00E-05
4076;24909;PC;70.5;0.096;0.0;0.0;7.07;0.07531;12.8;-19.1;10.35;0.0055;3.39;0.0034;0.0251;5,00E-05;9.32;0.0022;3.05;0.0017;0.0151;0.0
4077;24939;MBT;101.0;-0.298;0.0;0.0;8.46;0.07531;20.41;-53.0;9.59;0.006;3.12;0.0037;0.0228;0.00035;8.63;0.0031;2.81;0.002;0.014;4,00E-05
